imdb_id,imdb_rating,average rating calculated after normalisation
tt1639426,8.2,1.642277628
tt1646217,4.2,0.841166701
tt1649760,6,3.528333311
tt1663647,4.4,1.772047632
tt1667838,5.6,3.285333338
tt1673411,4.3,0.818535844
tt1708453,7,4.098611142
tt1714832,7.6,2.968825277
tt1738293,7.2,2.812285569
tt1742307,3.7,1.466345278
tt1744641,5.9,3.521972357
tt1745753,4.8,0.961333403
tt1753640,5,2.941865133
tt1773015,7.5,4.41041673
tt1781838,5.7,3.343999831
tt1805263,8,4.726984211
tt1808221,3.2,1.930412762
tt1895476,7.1,1.421972062
tt1916728,7.2,2.863428433
tt1920986,4.2,2.485833341
tt1221147,6,3.549761893
tt1245732,6.4,3.765587433
tt1397492,7.3,1.389607184
tt1437367,8,3.181587408
tt1239276,7.1,4.210130769
tt1722425,7.4,1.482055566
tt0246825,7.3,1.462027806
tt0073707,8.2,4.758602935
